"REF_DATE","GEO","DGUID","Age group","Sex","Income source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","61800","B","","","0"
"2006","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","63800","B","","","0"
"2007","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","65000","B","","","0"
"2008","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","69800","B","","","0"
"2009","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","65700","B","","","0"
"2010","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","63700","C","","","0"
"2011","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","61700","B","","","0"
"2012","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","66800","B","","","0"
"2013","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","68900","B","","","0"
"2014","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","71900","C","","","0"
"2015","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","69000","C","","","0"
"2016","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","64100","B","","","0"
"2017","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","71200","B","","","0"
"2018","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","66000","B","","","0"
"2019","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","69000","C","","","0"
"2020","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","56400","C","","","0"
"2021","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","70900","C","","","0"
"2022","Alberta","2021A000248","45 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107681793","12.6.1.3.5","66300","B","","","0"
"2005","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","62600","C","","","0"
"2006","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","62400","C","","","0"
"2007","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","67600","C","","","0"
"2008","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","69400","C","","","0"
"2009","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","73500","C","","","0"
"2010","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","75600","C","","","0"
"2011","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","84100","C","","","0"
"2012","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","81600","C","","","0"
"2013","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","73800","C","","","0"
"2014","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","81500","C","","","0"
"2015","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","85300","C","","","0"
"2016","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","70800","C","","","0"
"2017","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","69800","B","","","0"
"2018","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","66100","B","","","0"
"2019","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","70500","C","","","0"
"2020","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","69900","B","","","0"
"2021","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","74100","C","","","0"
"2022","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682007","12.7.1.1.4","68600","B","","","0"
"2005","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","43200","C","","","0"
"2006","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","43500","C","","","0"
"2007","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","45100","C","","","0"
"2008","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","52200","C","","","0"
"2009","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","51600","C","","","0"
"2010","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","52200","C","","","0"
"2011","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","58100","C","","","0"
"2012","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","62100","C","","","0"
"2013","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","56300","C","","","0"
"2014","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","59600","C","","","0"
"2015","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","59200","C","","","0"
"2016","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","53100","C","","","0"
"2017","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","56100","C","","","0"
"2018","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","48100","B","","","0"
"2019","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","53600","C","","","0"
"2020","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","53600","C","","","0"
"2021","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","54100","C","","","0"
"2022","Alberta","2021A000248","55 to 64 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682008","12.7.1.1.5","52000","B","","","0"
"2005","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","63400","C","","","0"
"2006","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","64300","C","","","0"
"2007","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","65200","C","","","0"
"2008","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","67200","C","","","0"
"2009","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","72600","C","","","0"
"2010","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","75600","C","","","0"
"2011","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","80800","C","","","0"
"2012","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","75800","C","","","0"
"2013","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","72200","C","","","0"
"2014","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","78100","C","","","0"
"2015","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","82000","C","","","0"
"2016","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","68300","C","","","0"
"2017","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","67500","C","","","0"
"2018","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","64000","B","","","0"
"2019","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","70200","C","","","0"
"2020","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","62300","C","","","0"
"2021","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","70500","C","","","0"
"2022","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682017","12.7.1.3.4","68200","B","","","0"
"2005","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","41400","C","","","0"
"2006","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","43200","C","","","0"
"2007","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","43400","D","","","0"
"2008","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","47000","D","","","0"
"2009","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","52700","C","","","0"
"2010","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","51300","C","","","0"
"2011","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","54100","C","","","0"
"2012","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","58700","C","","","0"
"2013","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","57200","C","","","0"
"2014","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","58500","C","","","0"
"2015","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","59200","B","","","0"
"2016","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","52500","C","","","0"
"2017","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","55700","C","","","0"
"2018","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","47400","C","","","0"
"2019","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","53600","C","","","0"
"2020","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","49000","C","","","0"
"2021","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","55700","C","","","0"
"2022","Alberta","2021A000248","55 to 64 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682018","12.7.1.3.5","53600","B","","","0"
"2005","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","39800","B","","","0"
"2006","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","40200","B","","","0"
"2007","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","40100","B","","","0"
"2008","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","42200","B","","","0"
"2009","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","42800","C","","","0"
"2010","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","43900","C","","","0"
"2011","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","48500","C","","","0"
"2012","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","52000","C","","","0"
"2013","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","48900","C","","","0"
"2014","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","56400","C","","","0"
"2015","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","49800","C","","","0"
"2016","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","51000","C","","","0"
"2017","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","56500","C","","","0"
"2018","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","50700","C","","","0"
"2019","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","49400","C","","","0"
"2020","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","49800","B","","","0"
"2021","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","50500","B","","","0"
"2022","Alberta","2021A000248","65 years and over","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682232","12.8.1.1.4","53100","B","","","0"
"2005","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","29300","B","","","0"
"2006","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","29900","A","","","0"
"2007","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","30200","A","","","0"
"2008","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","30600","B","","","0"
"2009","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","30900","B","","","0"
"2010","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","30600","B","","","0"
"2011","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","33500","C","","","0"
"2012","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","37600","C","","","0"
"2013","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","32900","C","","","0"
"2014","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","35900","C","","","0"
"2015","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","34800","C","","","0"
"2016","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","34900","C","","","0"
"2017","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","37900","B","","","0"
"2018","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","36700","B","","","0"
"2019","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","36400","C","","","0"
"2020","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","35800","B","","","0"
"2021","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","36100","B","","","0"
"2022","Alberta","2021A000248","65 years and over","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682233","12.8.1.1.5","35500","B","","","0"
"2005","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","19300","E","","","0"
"2006","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","18500","E","","","0"
"2007","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","19400","E","","","0"
"2008","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","22100","D","","","0"
"2009","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","19500","D","","","0"
"2010","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","23600","D","","","0"
"2011","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","27000","D","","","0"
"2012","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","27600","D","","","0"
"2013","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","40700","D","","","0"
"2014","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","39000","D","","","0"
"2015","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","28300","D","","","0"
"2016","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","29400","D","","","0"
"2017","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","38800","D","","","0"
"2018","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","29900","D","","","0"
"2019","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","20800","D","","","0"
"2020","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","25800","D","","","0"
"2021","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","33100","D","","","0"
"2022","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682242","12.8.1.3.4","35800","D","","","0"
"2005","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","7100","E","","","0"
"2006","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","","F","","","0"
"2007","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","10800","E","","","0"
"2008","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","11500","E","","","0"
"2009","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","9800","E","","","0"
"2010","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","9800","E","","","0"
"2011","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","11100","E","","","0"
"2012","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","15600","D","","","0"
"2013","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","28200","D","","","0"
"2014","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","15600","E","","","0"
"2015","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","13300","E","","","0"
"2016","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","10900","E","","","0"
"2017","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","13900","E","","","0"
"2018","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","10600","D","","","0"
"2019","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","8600","E","","","0"
"2020","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","8400","E","","","0"
"2021","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","15000","E","","","0"
"2022","Alberta","2021A000248","65 years and over","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682243","12.8.1.3.5","14400","D","","","0"
"2005","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","53900","A","","","0"
"2006","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","54700","A","","","0"
